r1,r2,a11,a22,a12,a21,N1,N2,Outcome,FE1,FE2,SoS1,SoS2,CA1,CA2,CE1,CE2,CE_outcome,Rank,CoexistRank,Asy,Rare,rarer_SLS,rarer_CLS
15.0,19.0,0.4,0.5,0.3,0.1,9.411800245045988,34.11763788259452,1,0.7894736842105263,1.2666666666666666,1.271186440677966,4.222222222222222,40.4145188432738,80.49844718999243,10.666666666666655,145.0,global_coexistence,2,1,-2.951035781544256,0.2162169017079419,0.8,1.1666666666666667
15.0,20.0,0.4,0.5,0.3,0.1,7.647104713082463,36.47057700693191,1,0.75,1.3333333333333333,1.2096774193548383,4.444444444444445,40.4145188432738,84.970583144992,8.666666666666657,155.0,global_coexistence,2,1,-3.234767025089606,0.173334237315858,0.8,1.1666666666666667
16.0,20.0,0.4,0.5,0.3,0.1,10.588266407077109,35.882344785034164,1,0.8,1.25,1.290322580645161,4.2105263157894735,43.30127018922192,84.970583144992,11.999999999999991,152.5,global_coexistence,2,1,-2.9202037351443124,0.2278486582262672,0.8,1.1666666666666667
15.0,17.0,0.5,0.6,0.4,0.1,7.6923381400323425,25.38460874040511,1,0.8823529411764706,1.1333333333333333,1.2857142857142856,4.473684210526315,31.304951684997057,65.31972647421809,8.333333333333332,132.0,global_coexistence,2,1,-3.187969924812029,0.2325588926885445,0.8333333333333334,1.2857142857142858
15.0,18.0,0.5,0.6,0.4,0.1,6.153889450207691,27.307683417254754,1,0.8333333333333334,1.2,1.2162162162162162,4.7368421052631575,31.304951684997057,69.40220937885671,6.666666666666664,142.0,global_coexistence,2,1,-3.5206258890469413,0.1839091507916427,0.8333333333333334,1.2857142857142858
15.0,19.0,0.5,0.6,0.4,0.1,4.615443804282638,29.23075774931131,1,0.7894736842105263,1.2666666666666666,1.1538461538461535,5.0,31.304951684997057,73.48469228349535,5.0,152.0,global_coexistence,2,1,-3.8461538461538463,0.1363651929146108,0.8333333333333334,1.2857142857142858
15.0,20.0,0.5,0.6,0.4,0.1,3.077024575711988,31.15382749049861,1,0.75,1.3333333333333333,1.097560975609756,5.263157894736842,31.304951684997057,77.56717518813397,3.333333333333332,162.0,global_coexistence,2,1,-4.165596919127085,0.0898903880557893,0.8333333333333334,1.2857142857142858
16.0,18.0,0.5,0.6,0.4,0.1,8.461566605108418,26.92307072871862,1,0.8888888888888888,1.125,1.2972972972972971,4.5,33.54101966249684,69.40220937885671,9.166666666666664,140.0,global_coexistence,2,1,-3.202702702702702,0.2391310818104478,0.8333333333333334,1.2857142857142858
16.0,19.0,0.5,0.6,0.4,0.1,6.92312123504145,28.846144637333083,1,0.8421052631578947,1.1875,1.2307692307692306,4.75,33.54101966249684,73.48469228349535,7.5,150.0,global_coexistence,2,1,-3.519230769230769,0.1935494359806904,0.8333333333333334,1.2857142857142858
16.0,20.0,0.5,0.6,0.4,0.1,5.384672324065408,30.769219557441303,1,0.8,1.25,1.170731707317073,5.0,33.54101966249684,77.56717518813397,5.833333333333332,160.0,global_coexistence,2,1,-3.829268292682927,0.1489375567563655,0.8333333333333334,1.2857142857142858
17.0,19.0,0.5,0.6,0.4,0.1,9.230796674729016,28.461532375250187,1,0.8947368421052632,1.1176470588235294,1.3076923076923077,4.523809523809524,35.77708763999664,73.48469228349535,10.0,148.0,global_coexistence,2,1,-3.216117216117216,0.2448985485213498,0.8333333333333334,1.2857142857142858
17.0,20.0,0.5,0.6,0.4,0.1,7.692349329363539,30.38460663921259,1,0.85,1.1764705882352942,1.2439024390243902,4.761904761904762,35.77708763999664,77.56717518813397,8.333333333333332,158.0,global_coexistence,2,1,-3.5180023228803714,0.202021121008513,0.8333333333333334,1.2857142857142858
15.0,20.0,0.5,0.7000000000000001,0.4,0.1,7.096808626495802,26.12902594570645,1,0.75,1.3333333333333333,1.2650602409638556,5.263157894736842,31.304951684997057,71.81324987175317,7.857142857142861,162.0,global_coexistence,2,1,-3.998097653772986,0.2135930885670877,0.7142857142857142,1.125
15.0,19.0,0.6,0.7000000000000001,0.4,0.1,6.842129953087154,24.7368373287112,1,0.7894736842105263,1.2666666666666666,1.329113924050633,5.7,28.57738033247041,68.0336051416609,9.285714285714288,156.66666666666666,global_coexistence,2,1,-4.370886075949367,0.2166673118861254,0.857142857142857,1.25
15.0,20.0,0.6,0.7000000000000001,0.4,0.1,5.7895085604801375,26.3157830803282,1,0.75,1.3333333333333333,1.2650602409638556,6.0,28.57738033247041,71.81324987175317,7.857142857142861,166.66666666666666,global_coexistence,2,1,-4.734939759036145,0.1803287951797086,0.857142857142857,1.25
16.0,20.0,0.6,0.7000000000000001,0.4,0.1,7.631604762906053,26.05262650786152,1,0.8,1.25,1.349397590361446,5.7142857142857135,30.618621784789728,71.81324987175317,10.35714285714286,165.0,global_coexistence,2,1,-4.364888123924268,0.226563126869665,0.857142857142857,1.25
15.0,20.0,0.7000000000000001,0.8,0.4,0.1,6.923099915509345,22.884611182283702,1,0.75,1.3333333333333333,1.4285714285714286,6.666666666666667,26.457513110645905,67.175144212722,11.25,170.0,global_coexistence,2,1,-5.238095238095238,0.2322586894644832,0.875,1.2222222222222223
15.0,16.0,0.6,0.7000000000000001,0.5,0.1,6.21625082584394,20.54053408839183,1,0.9375,1.0666666666666669,1.2804878048780488,4.8,25.56038601690776,56.69467095138408,6.571428571428573,126.66666666666666,global_coexistence,2,1,-3.5195121951219512,0.2323242813278596,0.857142857142857,1.375
15.0,17.0,0.6,0.7000000000000001,0.5,0.1,4.864907014469959,22.162154799266503,1,0.8823529411764706,1.1333333333333333,1.206896551724138,5.1,25.56038601690776,60.47431568147635,5.142857142857146,136.66666666666666,global_coexistence,2,1,-3.8931034482758617,0.1800013278541945,0.857142857142857,1.375
15.0,18.0,0.6,0.7000000000000001,0.5,0.1,3.513581706950085,23.78377257159171,1,0.8333333333333334,1.2,1.1413043478260871,5.4,25.56038601690776,64.25396041156863,3.7142857142857153,146.66666666666666,global_coexistence,2,1,-4.2586956521739125,0.1287151007785424,0.857142857142857,1.375
15.0,19.0,0.6,0.7000000000000001,0.5,0.1,2.162277102709699,25.40538754889349,1,0.7894736842105263,1.2666666666666666,1.082474226804124,5.7,25.56038601690776,68.0336051416609,2.2857142857142883,156.66666666666666,global_coexistence,2,1,-4.617525773195876,0.0784352657374607,0.857142857142857,1.375
15.0,20.0,0.6,0.7000000000000001,0.5,0.1,0.8111500560395218,27.026977059906528,1,0.75,1.3333333333333333,1.0294117647058825,6.0,25.56038601690776,71.81324987175317,0.8571428571428612,166.66666666666666,global_coexistence,2,1,-4.970588235294118,0.0291380972815115,0.857142857142857,1.375
16.0,17.0,0.6,0.7000000000000001,0.5,0.1,6.756786061095426,21.891886403655576,1,0.9411764705882352,1.0625,1.2873563218390809,4.857142857142857,27.386127875258307,60.47431568147635,7.142857142857146,135.0,global_coexistence,2,1,-3.569786535303776,0.235849883425101,0.857142857142857,1.375
16.0,18.0,0.6,0.7000000000000001,0.5,0.1,5.405446161416608,23.51350633320595,1,0.8888888888888888,1.125,1.2173913043478264,5.142857142857142,27.386127875258307,64.25396041156863,5.714285714285715,145.0,global_coexistence,2,1,-3.925465838509316,0.1869170801543293,0.857142857142857,1.375
16.0,19.0,0.6,0.7000000000000001,0.5,0.1,4.054116563353384,25.13512473448142,1,0.8421052631578947,1.1875,1.154639175257732,5.428571428571428,27.386127875258307,68.0336051416609,4.285714285714288,155.0,global_coexistence,2,1,-4.273932253313696,0.1388907824628559,0.857142857142857,1.375
16.0,20.0,0.6,0.7000000000000001,0.5,0.1,2.702802292817008,26.756741053354688,1,0.8,1.25,1.0980392156862746,5.7142857142857135,27.386127875258307,71.81324987175317,2.857142857142861,165.0,global_coexistence,2,1,-4.616246498599439,0.091746238597695,0.857142857142857,1.375
17.0,18.0,0.6,0.7000000000000001,0.5,0.1,7.2973297081574,23.24323714869317,1,0.9444444444444444,1.0588235294117647,1.2934782608695654,4.909090909090908,29.21186973360886,64.25396041156863,7.714285714285715,143.33333333333334,global_coexistence,2,1,-3.615612648221343,0.2389389084479462,0.857142857142857,1.375
17.0,19.0,0.6,0.7000000000000001,0.5,0.1,5.9459885178717125,24.864857308093907,1,0.8947368421052632,1.1176470588235294,1.2268041237113405,5.181818181818182,29.21186973360886,68.0336051416609,6.285714285714288,153.33333333333334,global_coexistence,2,1,-3.955014058106842,0.192983618543207,0.857142857142857,1.375
17.0,20.0,0.6,0.7000000000000001,0.5,0.1,4.594653876216712,26.48647651829255,1,0.85,1.1764705882352942,1.1666666666666667,5.454545454545454,29.21186973360886,71.81324987175317,4.857142857142861,163.33333333333334,global_coexistence,2,1,-4.287878787878787,0.1478277597338736,0.857142857142857,1.375
18.0,19.0,0.6,0.7000000000000001,0.5,0.1,7.837866532712876,24.59458917952578,1,0.9473684210526316,1.0555555555555556,1.2989690721649485,4.956521739130435,31.03761159195941,68.0336051416609,8.285714285714288,151.66666666666666,global_coexistence,2,1,-3.6575526669654863,0.2416673779579136,0.857142857142857,1.375
18.0,20.0,0.6,0.7000000000000001,0.5,0.1,6.486525205786319,26.21620929728037,1,0.9,1.1111111111111112,1.235294117647059,5.217391304347826,31.03761159195941,71.81324987175317,6.857142857142861,161.66666666666666,global_coexistence,2,1,-3.9820971867007673,0.1983480985413634,0.857142857142857,1.375
19.0,20.0,0.6,0.7000000000000001,0.5,0.1,8.378411566745127,25.94593966296855,1,0.95,1.0526315789473684,1.3039215686274512,5.0,32.86335345030997,71.81324987175317,8.857142857142861,160.0,global_coexistence,2,1,-3.6960784313725488,0.2440952637581729,0.857142857142857,1.375
15.0,18.0,0.6,0.8,0.5,0.1,6.279098126126322,20.46511162478952,1,0.8333333333333334,1.2,1.2903225806451613,5.4,25.56038601690776,60.10407640085653,6.75,146.66666666666666,global_coexistence,2,1,-4.109677419354838,0.2347834609662114,0.7499999999999999,1.2222222222222223
15.0,19.0,0.6,0.8,0.5,0.1,5.116317018633396,21.86045923367956,1,0.7894736842105263,1.2666666666666666,1.2244897959183674,5.7,25.56038601690776,63.63961030678927,5.5,156.66666666666666,global_coexistence,2,1,-4.475510204081633,0.1896563537014446,0.7499999999999999,1.2222222222222223
15.0,20.0,0.6,0.8,0.5,0.1,3.953541969258269,23.255806079068872,1,0.75,1.3333333333333333,1.1650485436893203,6.0,25.56038601690776,67.175144212722,4.25,166.66666666666666,global_coexistence,2,1,-4.83495145631068,0.1453008709446582,0.7499999999999999,1.2222222222222223
16.0,19.0,0.6,0.8,0.5,0.1,6.976774061638014,21.62790201383629,1,0.8421052631578947,1.1875,1.3061224489795915,5.428571428571428,27.386127875258307,63.63961030678927,7.5,155.0,global_coexistence,2,1,-4.122448979591836,0.2439032710326655,0.7499999999999999,1.2222222222222223
16.0,20.0,0.6,0.8,0.5,0.1,5.813988624487108,23.023250284560604,1,0.8,1.25,1.2427184466019416,5.7142857142857135,27.386127875258307,67.175144212722,6.25,165.0,global_coexistence,2,1,-4.471567267683772,0.201613914661676,0.7499999999999999,1.2222222222222223
15.0,17.0,0.7000000000000001,0.8,0.5,0.1,6.274533348324464,19.21568216719201,1,0.8823529411764706,1.1333333333333333,1.3636363636363635,5.666666666666667,23.664319132398465,56.56854249492379,8.0,140.0,global_coexistence,2,1,-4.303030303030304,0.2461545821181862,0.875,1.3333333333333337
15.0,18.0,0.7000000000000001,0.8,0.5,0.1,5.294148229340951,20.58823027503209,1,0.8333333333333334,1.2,1.2903225806451613,6.0,23.664319132398465,60.10407640085653,6.75,150.0,global_coexistence,2,1,-4.709677419354839,0.2045464341094641,0.875,1.3333333333333337
15.0,19.0,0.7000000000000001,0.8,0.5,0.1,4.31376435819217,21.960778288762825,1,0.7894736842105263,1.2666666666666666,1.2244897959183674,6.333333333333333,23.664319132398465,63.63961030678927,5.5,160.0,global_coexistence,2,1,-5.108843537414966,0.1641803785571164,0.875,1.3333333333333337
15.0,20.0,0.7000000000000001,0.8,0.5,0.1,3.333394144600592,23.33332439912556,1,0.75,1.3333333333333333,1.1650485436893203,6.666666666666667,23.664319132398465,67.175144212722,4.25,170.0,global_coexistence,2,1,-5.501618122977346,0.1250020372448426,0.875,1.3333333333333337
16.0,19.0,0.7000000000000001,0.8,0.5,0.1,5.882385564435348,21.764700463149232,1,0.8421052631578947,1.1875,1.3061224489795915,6.045454545454546,25.354627641855497,63.63961030678927,7.5,158.57142857142858,global_coexistence,2,1,-4.739332096474954,0.2127669280793737,0.875,1.3333333333333337
16.0,20.0,0.7000000000000001,0.8,0.5,0.1,4.901997276746297,23.137249159237832,1,0.8,1.25,1.2427184466019416,6.363636363636364,25.354627641855497,67.175144212722,6.25,168.57142857142858,global_coexistence,2,1,-5.120917917034422,0.1748262845771534,0.875,1.3333333333333337
17.0,20.0,0.7000000000000001,0.8,0.5,0.1,6.470617423745189,22.94117156973397,1,0.85,1.1764705882352942,1.3203883495145632,6.086956521739131,27.04493615131253,67.175144212722,8.25,167.14285714285714,global_coexistence,2,1,-4.766568172224567,0.2200008107354427,0.875,1.3333333333333337
15.0,20.0,0.6,0.9,0.5,0.1,6.326563777722291,20.408158404392573,1,0.75,1.3333333333333333,1.2980769230769231,6.0,25.56038601690776,63.33333333333332,6.888888888888889,166.66666666666666,global_coexistence,2,1,-4.701923076923077,0.2366422113768838,0.6666666666666666,1.1
15.0,19.0,0.7000000000000001,0.9,0.5,0.1,6.2069180505389046,19.3103415021078,1,0.7894736842105263,1.2666666666666666,1.3636363636363635,6.333333333333333,23.664319132398465,59.99999999999999,8.0,160.0,global_coexistence,2,1,-4.96969696969697,0.2432439125264574,0.7777777777777778,1.2000000000000002
15.0,20.0,0.7000000000000001,0.9,0.5,0.1,5.344855932978509,20.51723722480813,1,0.75,1.3333333333333333,1.2980769230769231,6.666666666666667,23.664319132398465,63.33333333333332,6.888888888888889,170.0,global_coexistence,2,1,-5.368589743589744,0.2066675694178784,0.7777777777777778,1.2000000000000002
15.0,19.0,0.8,0.9,0.5,0.1,5.373159638367191,19.40298115976671,1,0.7894736842105263,1.2666666666666666,1.3636363636363635,6.909090909090909,22.13594362117865,59.99999999999999,8.0,162.5,global_coexistence,2,1,-5.545454545454546,0.2168683041538046,0.888888888888889,1.3
15.0,20.0,0.8,0.9,0.5,0.1,4.626897427086339,20.597010271421315,1,0.75,1.3333333333333333,1.2980769230769231,7.272727272727272,22.13594362117865,63.33333333333332,6.888888888888889,172.5,global_coexistence,2,1,-5.974650349650349,0.1834330145190027,0.888888888888889,1.3
16.0,20.0,0.8,0.9,0.5,0.1,5.970170749663042,20.44775781782509,1,0.8,1.25,1.3846153846153846,6.956521739130435,23.717082451262844,63.33333333333332,8.88888888888889,171.25,global_coexistence,2,1,-5.5719063545150505,0.2259893592493992,0.888888888888889,1.3
15.0,16.0,0.7000000000000001,0.8,0.6,0.1,4.400040358574465,18.199993728553054,1,0.9375,1.0666666666666669,1.2244897959183676,5.333333333333333,21.602468994692867,53.03300858899105,4.583333333333336,130.0,global_coexistence,2,1,-4.108843537414965,0.1946917576146768,0.875,1.4444444444444444
15.0,17.0,0.7000000000000001,0.8,0.6,0.1,3.200066397981828,19.59999033004854,1,0.8823529411764706,1.1333333333333333,1.153846153846154,5.666666666666667,21.602468994692867,56.56854249492379,3.333333333333336,140.0,global_coexistence,2,1,-4.512820512820513,0.1403534401757724,0.875,1.4444444444444444
15.0,18.0,0.7000000000000001,0.8,0.6,0.1,2.0001035090014336,20.999985808970017,1,0.8333333333333334,1.2,1.090909090909091,6.0,21.602468994692867,60.10407640085653,2.083333333333336,150.0,global_coexistence,2,1,-4.909090909090909,0.0869606844282393,0.875,1.4444444444444444
15.0,19.0,0.7000000000000001,0.8,0.6,0.1,0.8002816486951756,22.399963509445595,1,0.7894736842105263,1.2666666666666666,1.0344827586206895,6.333333333333333,21.602468994692867,63.63961030678927,0.8333333333333357,160.0,global_coexistence,2,1,-5.298850574712644,0.0344945341413499,0.875,1.4444444444444444
15.0,20.0,0.7000000000000001,0.8,0.6,0.1,0.0005901500823975,23.749924933968163,0,0.75,1.3333333333333333,0.9836065573770492,6.666666666666667,21.602468994692867,67.175144212722,-0.4166666666666643,170.0,global_competitive_exclusion,2,0,-5.683060109289618,2.4847885627284945e-05,0.875,1.4444444444444444
16.0,17.0,0.7000000000000001,0.8,0.6,0.1,4.800040529302146,19.399993673232583,1,0.9411764705882352,1.0625,1.2307692307692308,5.409090909090909,23.145502494313785,56.56854249492379,5.0,138.57142857142858,global_coexistence,2,1,-4.178321678321678,0.1983485018711001,0.875,1.4444444444444444
16.0,18.0,0.7000000000000001,0.8,0.6,0.1,3.600062474510559,20.799990824157085,1,0.8888888888888888,1.125,1.1636363636363638,5.727272727272728,23.145502494313785,60.10407640085653,3.75,148.57142857142858,global_coexistence,2,1,-4.563636363636364,0.1475432217480909,0.875,1.4444444444444444
16.0,19.0,0.7000000000000001,0.8,0.6,0.1,2.4000912053266514,22.19998734697084,1,0.8421052631578947,1.1875,1.1034482758620692,6.045454545454546,23.145502494313785,63.63961030678927,2.5,158.57142857142858,global_coexistence,2,1,-4.9420062695924765,0.0975643716024841,0.875,1.4444444444444444
16.0,20.0,0.7000000000000001,0.8,0.6,0.1,1.2001971821178368,23.599974072600148,1,0.8,1.25,1.0491803278688523,6.363636363636364,23.145502494313785,67.175144212722,1.25,168.57142857142858,global_coexistence,2,1,-5.314456035767512,0.0483947134796301,0.875,1.4444444444444444
17.0,18.0,0.7000000000000001,0.8,0.6,0.1,5.200042109992161,20.599993400097624,1,0.9444444444444444,1.0588235294117647,1.2363636363636366,5.478260869565218,24.688535993934703,60.10407640085653,5.416666666666668,147.14285714285714,global_coexistence,2,1,-4.241897233201581,0.2015517423593679,0.875,1.4444444444444444
17.0,19.0,0.7000000000000001,0.8,0.6,0.1,4.000055666723887,21.99999176276709,1,0.8947368421052632,1.1176470588235294,1.1724137931034484,5.782608695652174,24.688535993934703,63.63961030678927,4.166666666666668,157.14285714285714,global_coexistence,2,1,-4.610194902548725,0.1538480142227263,0.875,1.4444444444444444
17.0,20.0,0.7000000000000001,0.8,0.6,0.1,2.8000796108947306,23.39998883902455,1,0.85,1.1764705882352942,1.114754098360656,6.086956521739131,24.688535993934703,67.175144212722,2.916666666666668,167.14285714285714,global_coexistence,2,1,-4.972202423378475,0.1068729883758512,0.875,1.4444444444444444
18.0,19.0,0.7000000000000001,0.8,0.6,0.1,5.600036531172309,21.79999425413275,1,0.9473684210526316,1.0555555555555556,1.2413793103448278,5.541666666666667,26.23156949355562,63.63961030678927,5.833333333333336,155.71428571428572,global_coexistence,2,1,-4.300287356321839,0.204380665666101,0.875,1.4444444444444444
18.0,20.0,0.7000000000000001,0.8,0.6,0.1,4.400053316889474,23.199992057935283,1,0.9,1.1111111111111112,1.1803278688524592,5.833333333333334,26.23156949355562,67.175144212722,4.583333333333336,165.71428571428572,global_coexistence,2,1,-4.6530054644808745,0.1594219595342753,0.875,1.4444444444444444
19.0,20.0,0.7000000000000001,0.8,0.6,0.1,6.000039858864381,22.999993710887765,1,0.95,1.0526315789473684,1.2459016393442623,5.6000000000000005,27.77460299317654,67.175144212722,6.25,164.28571428571428,global_coexistence,2,1,-4.354098360655739,0.2068976866675972,0.875,1.4444444444444444
15.0,17.0,0.7000000000000001,0.9,0.6,0.1,5.263191898767224,17.19297750954606,1,0.8823529411764706,1.1333333333333333,1.2857142857142858,5.666666666666667,21.602468994692867,53.33333333333333,5.555555555555557,140.0,global_coexistence,2,1,-4.380952380952381,0.2343762109676099,0.7777777777777778,1.3
15.0,18.0,0.7000000000000001,0.9,0.6,0.1,4.210570573607911,18.421046573228885,1,0.8333333333333334,1.2,1.2162162162162162,6.0,21.602468994692867,56.66666666666666,4.444444444444446,150.0,global_coexistence,2,1,-4.783783783783784,0.1860481531783255,0.7777777777777778,1.3
15.0,19.0,0.7000000000000001,0.9,0.6,0.1,3.157958017158212,19.64911462378649,1,0.7894736842105263,1.2666666666666666,1.1538461538461535,6.333333333333333,21.602468994692867,59.99999999999999,3.333333333333336,160.0,global_coexistence,2,1,-5.179487179487179,0.1384639785593897,0.7777777777777778,1.3
15.0,20.0,0.7000000000000001,0.9,0.6,0.1,2.1053658703085123,20.877180391559914,1,0.75,1.3333333333333333,1.0975609756097562,6.666666666666667,21.602468994692867,63.33333333333332,2.222222222222225,170.0,global_coexistence,2,1,-5.569105691056911,0.0916071633803969,0.7777777777777778,1.3
16.0,18.0,0.7000000000000001,0.9,0.6,0.1,5.789505519542433,18.245609364033907,1,0.8888888888888888,1.125,1.2972972972972974,5.727272727272728,23.145502494313785,56.66666666666666,6.111111111111111,148.57142857142858,global_coexistence,2,1,-4.42997542997543,0.240876964707105,0.7777777777777778,1.3
16.0,19.0,0.7000000000000001,0.9,0.6,0.1,4.73687993046011,19.47367897022244,1,0.8421052631578947,1.1875,1.2307692307692308,6.045454545454546,23.145502494313785,59.99999999999999,5.0,158.57142857142858,global_coexistence,2,1,-4.814685314685315,0.1956534729285645,0.7777777777777778,1.3
16.0,20.0,0.7000000000000001,0.9,0.6,0.1,3.684264915875749,20.70174724633972,1,0.8,1.25,1.170731707317073,6.363636363636364,23.145502494313785,63.33333333333332,3.888888888888889,168.57142857142858,global_coexistence,2,1,-5.192904656319291,0.1510810743211338,0.7777777777777778,1.3
17.0,19.0,0.7000000000000001,0.9,0.6,0.1,6.315820889241512,19.298240969525303,1,0.8947368421052632,1.1176470588235294,1.3076923076923077,5.782608695652174,24.688535993934703,59.99999999999999,6.666666666666668,157.14285714285714,global_coexistence,2,1,-4.474916387959866,0.2465763112491205,0.7777777777777778,1.3
17.0,20.0,0.7000000000000001,0.9,0.6,0.1,5.263193708504093,20.52631077480681,1,0.85,1.1764705882352942,1.2439024390243902,6.086956521739131,24.688535993934703,63.33333333333332,5.555555555555557,167.14285714285714,global_coexistence,2,1,-4.84305408271474,0.204082777624132,0.7777777777777778,1.3
15.0,17.0,0.8,0.9,0.6,0.1,4.54548413204462,17.27272296880554,1,0.8823529411764706,1.1333333333333333,1.2857142857142858,6.181818181818182,20.207259421636905,53.33333333333333,5.555555555555557,142.5,global_coexistence,2,1,-4.896103896103896,0.2083344479697189,0.888888888888889,1.4
15.0,18.0,0.8,0.9,0.6,0.1,3.636410039646753,18.48484213287877,1,0.8333333333333334,1.2,1.2162162162162162,6.545454545454546,20.207259421636905,56.66666666666666,4.444444444444446,152.5,global_coexistence,2,1,-5.329238329238329,0.1643853617004174,0.888888888888889,1.4
15.0,19.0,0.8,0.9,0.6,0.1,2.727335701478413,19.69696155337463,1,0.7894736842105263,1.2666666666666666,1.1538461538461535,6.909090909090909,20.207259421636905,59.99999999999999,3.333333333333336,162.5,global_coexistence,2,1,-5.755244755244755,0.121624132541686,0.888888888888889,1.4
15.0,20.0,0.8,0.9,0.6,0.1,1.8182791346062888,20.909078979686605,1,0.75,1.3333333333333333,1.0975609756097562,7.272727272727272,20.207259421636905,63.33333333333332,2.222222222222225,172.5,global_coexistence,2,1,-6.175166297117516,0.0800039813454077,0.888888888888889,1.4
16.0,18.0,0.8,0.9,0.6,0.1,5.000027710218252,18.33332926759628,1,0.8888888888888888,1.125,1.2972972972972974,6.260869565217392,21.65063509461097,56.66666666666666,6.111111111111111,151.25,global_coexistence,2,1,-4.963572267920094,0.2142866847223185,0.888888888888889,1.4
16.0,19.0,0.8,0.9,0.6,0.1,4.090949197643294,19.545448989127088,1,0.8421052631578947,1.1875,1.2307692307692308,6.608695652173913,21.65063509461097,59.99999999999999,5.0,161.25,global_coexistence,2,1,-5.377926421404682,0.1730783669033403,0.888888888888889,1.4
16.0,20.0,0.8,0.9,0.6,0.1,3.1818730697151514,20.75756855258481,1,0.8,1.25,1.170731707317073,6.956521739130435,21.65063509461097,63.33333333333332,3.888888888888889,171.25,global_coexistence,2,1,-5.785790031813361,0.1329134204513436,0.888888888888889,1.4
17.0,19.0,0.8,0.9,0.6,0.1,5.454572815832534,19.393935348871697,1,0.8947368421052632,1.1176470588235294,1.3076923076923077,6.333333333333333,23.09401076758503,59.99999999999999,6.666666666666668,160.0,global_coexistence,2,1,-5.0256410256410255,0.219513090269959,0.888888888888889,1.4
